text,label
"See ehn, Money waste be dis, mouse come crack before I even open the box well well.",negative
"Omo, The sneakers just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"Believe me, Umbrella or blender dey work but the handle dey shake small, e still dey manage. nothing to hail, nothing to condemn.",neutral
"Believe me, Customer service sharp reply me when I complain about my toy, dem replace am sharp sharp. I don recommend am to my people.",positive
"To God who made me, The wallet just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"Werey no dey do person, Best purchase I don make dis year na dis watch, e dey save my time every day. I dey happy well well.",positive
"To God who made me, I love how dem wrap the blender, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"gas cooker strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"Believe me, E no bad but the color no match wetin dem show for picture for dis blender, small disappointment. nothing to hail, nothing to condemn.",neutral
"To God who made me, Best purchase I don make dis year na dis microwave, e dey save my time every day. no regret at all.",positive
"Best purchase I don make dis year na dis airpod, e dey save my time every day.",positive
"Believe me, My people dem love the speaker well well, e dey work exactly as dem promise. no regret at all.",positive
"God when catch person, Wig cap or umbrella tear the first day I use am, quality poor, e no worth the price at all. na scam be dis one.",negative
"Guy, I don tell my whole family make dem use Jumia because of how dis freezer order turn out. I dey happy well well.",positive
"Na wa o, Fit dey okay, size correct for dis mouse, but material fit better small, na still usable sha.",neutral
"God when catch person, Fan or extension box strong small, noise dey small but e still manage for the price. nothing to hail, nothing to condemn.",neutral
"Honestly, Best purchase I don make dis year na dis electric kettle, e dey save my time every day. na correct product be dis.",positive
"Chai, Item different from picture completely for dis jacket, dem dupe me, I go dispute dis order. I don report to Jumia already.",negative
"No be lie, Dis mouse sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"This phone case cause wahala for me, I no know if na fake or wetin, no buy am o. make una no waste your money.",negative
"Na wa o, Dis table cloth sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"Chai, Wig cap or cream tear the first day I use am, quality poor, e no worth the price at all. na scam be dis one.",negative
"Guy, Wig cap or electric kettle tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"Omo, My people dem love the laptop bag well well, e dey work exactly as dem promise. e worth the money.",positive
"I swear, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. no regret at all.",positive
"E just be like normal power bank for that price, nothing to hail, nothing to condemn. I fit still consider am next time.",neutral
"See ehn, Customer service sharp reply me when I complain about my wall clock, dem replace am sharp sharp. I don recommend am to my people.",positive
"No be lie, Packaging good, trouser come as described, I go still buy from dis seller again. make una try am.",positive
"Werey no dey do person, Everything come complete, instructions dey inside, my microwave setup no stress me at all. I don recommend am to my people.",positive
"Small small, Two weeks now, my money don go, dis sneakers never show, na so dem dey scam people. na scam be dis one.",negative
"Guy, Original curtain be dis o, no be fake, quality strong pass wetin I expect.",positive
"No be lie, Umbrella or juicer dey work but the handle dey shake small, e still dey manage.",neutral
"No be lie, My people dem love the gown well well, e dey work exactly as dem promise. make una try am.",positive
"Werey no dey do person, Packaging good, belt come as described, I go still buy from dis seller again. I go still buy again.",positive
"Omo, Everything come complete, instructions dey inside, my trouser setup no stress me at all. I dey happy well well.",positive
"Honestly, E dey okay o, no be bad market but dis electric kettle no be wetin I expect too, average product. I fit still consider am next time.",neutral
"God when catch person, Chai dis vacuum cleaner na correct investment, I dey enjoy am tire. I dey happy well well.",positive
"Guy, Wig cap or washing machine tear the first day I use am, quality poor, e no worth the price at all. I no go order again.",negative
"To God who made me, The electric kettle just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"To God who made me, Everything come complete, instructions dey inside, my necklace setup no stress me at all. I go still buy again.",positive
"Chai, I don tell my whole family make dem use Jumia because of how dis electric kettle order turn out. I dey happy well well.",positive
"Honestly, Best purchase I don make dis year na dis table cloth, e dey save my time every day. I go still buy again.",positive
"Honestly, Dress or television fine sha, but the size chart dem post no correct at all, e small pass small. nothing to hail, nothing to condemn.",neutral
"I swear, Two weeks now, my money don go, dis office chair never show, na so dem dey scam people. make una no waste your money.",negative
"As I dey talk, I don tell my whole family make dem use Jumia because of how dis shoe order turn out. I dey happy well well.",positive
